Stream Name,Client IP,Attack Type,Method,Request Path,Status Code
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,40.83.92.30,Admin Panel Scan,GET,/wp-admin/about.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,40.83.92.30,Admin Panel Scan,GET,/wp-admin/maint/index.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,40.83.92.30,Admin Panel Scan,GET,/wp-admin/user/about.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,40.83.92.30,Admin Panel Scan,GET,/wp-admin/js/index.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,40.83.92.30,Admin Panel Scan,GET,/.well-known/admin.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,40.83.92.30,Admin Panel Scan,GET,/wp-content/admin.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,40.83.92.30,Admin Panel Scan,GET,/wp-content/plugins/admin.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,40.83.92.30,Admin Panel Scan,GET,/wp-admin/css/colors/midnight/about.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,40.83.92.30,Info Disclosure,GET,/info.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,45.79.190.208,Admin Panel Scan,GET,/administrator/manifests/files/joomla.xml HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,45.79.190.208,Admin Panel Scan,GET,/admin.shtml HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,45.79.190.208,Info Disclosure,GET,/cgi-bin/param.cgi?get_device_conf HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,45.79.190.208,Admin Panel Scan,GET,/admin.pl HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,45.79.190.208,Admin Panel Scan,GET,/admin.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,45.79.190.208,Info Disclosure,GET,/cgi-bin/info.cgi HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,45.79.190.208,Admin Panel Scan,GET,/admin.jsp HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,45.79.190.208,Admin Panel Scan,GET,/cgi-bin/authLogin.cgi HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,45.79.190.208,Info Disclosure,GET,/cgi-bin/authLogin.cgi HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,45.79.190.208,Info Disclosure,GET,/cgi-bin/luci HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,45.79.190.208,Config File Access,GET,/admin/config.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,45.79.190.208,Admin Panel Scan,GET,/admin.jhtml HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,45.79.190.208,Info Disclosure,GET,/cgi-bin/meteobridge.cgi HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,82.29.227.161,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,82.29.229.198,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,165.245.168.176,Info Disclosure,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,165.245.168.176,Info Disclosure,POST,/cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,165.245.168.176,Path Traversal,GET,/index.php?lang=../../../../../../../../tmp/index1 HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,45.61.124.36,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.149,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,64.64.118.91,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,34.18.216.58,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,92.112.134.40,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,45.43.95.117,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.117,Environment File,GET,/.env.production HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,64.31.18.114,Info Disclosure,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,64.31.18.114,Info Disclosure,POST,/cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,64.31.18.114,Path Traversal,GET,/index.php?lang=../../../../../../../../tmp/index1 HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.145,Environment File,GET,/.env.staging HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.133,Environment File,GET,/.env.local HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.145,Environment File,GET,/.env.save HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.160,Environment File,GET,/admin/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.149,Environment File,GET,/app/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.134,Environment File,GET,/backend/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.127,Environment File,GET,/frontend/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.128,Environment File,GET,/config/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.152,Environment File,GET,/core/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.124,Info Disclosure,GET,/phpinfo.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.161,Info Disclosure,GET,/info.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.158,Config File Access,GET,/config.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.143,Config File Access,GET,/config.inc.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.118,Config File Access,GET,/wp-config.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.136,Config File Access,GET,/wp-config.php.bak HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,192.253.209.145,Config File Access,GET,/wp-config.php.old HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,154.73.250.240,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,43.153.147.41,Info Disclosure,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,43.153.147.41,Info Disclosure,POST,/cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,183.81.169.235,Path Traversal,GET,/mailinspector/public/loader.php?path=../../../../../../../etc/machine-id HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,183.81.169.235,Directory Listing,GET,/mailinspector/public/loader.php?path=../../../../../../../etc/machine-id HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,183.81.169.235,Path Traversal,GET,/?c=../../../../../../etc/machine-id%00 HTTP/1.1,403
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,183.81.169.235,Directory Listing,GET,/download.php?dir=/%2f../%2f../etc/&file=machine-id HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,183.81.169.235,Path Traversal,GET,/public/../../../../../etc/machine-id HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,155.254.34.148,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,67.227.119.185,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,103.75.228.89,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,89.40.222.58,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,77.83.39.162,Git Exposure,GET,/.git/index HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,86.38.26.15,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,144.91.93.174,Info Disclosure,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,144.91.93.174,Info Disclosure,POST,/cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,144.91.93.174,Path Traversal,GET,/index.php?lang=../../../../../../../../tmp/index1 HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,23.95.250.215,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,82.165.66.87,Info Disclosure,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,82.165.66.87,Info Disclosure,POST,/cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,82.165.66.87,Path Traversal,GET,/index.php?lang=../../../../../../../../tmp/index1 HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,20.38.35.204,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,145.223.59.87,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,107.172.116.94,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,107.174.194.157,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,198.23.239.242,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,111.119.234.232,Info Disclosure,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,111.119.234.232,Info Disclosure,POST,/cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,111.119.234.232,Path Traversal,GET,/index.php?lang=../../../../../../../../tmp/index1 HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,82.24.236.95,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,104.238.8.56,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,203.175.11.63,Info Disclosure,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,203.175.11.63,Info Disclosure,POST,/cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,203.175.11.63,Path Traversal,GET,/index.php?lang=../../../../../../../../tmp/index1 HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,31.59.10.48,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,20.38.35.204,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,185.224.128.251,Config File Access,GET,/admin/config.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,82.25.242.30,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,185.247.184.146,Info Disclosure,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,185.247.184.146,Info Disclosure,POST,/cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,185.247.184.146,Path Traversal,GET,/index.php?lang=../../../../../../../../tmp/index1 HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,213.199.55.79,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,213.199.55.79,Info Disclosure,GET,/phpinfo.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,213.199.55.79,Info Disclosure,GET,/info.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,213.199.55.79,Info Disclosure,GET,/test.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,184.174.44.186,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,159.65.119.52,Info Disclosure,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,159.65.119.52,Info Disclosure,POST,/cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,159.65.119.52,Path Traversal,GET,/index.php?lang=../../../../../../../../tmp/index1 HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,173.211.30.131,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,38.225.15.75,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,89.249.195.73,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,207.244.239.45,Info Disclosure,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,207.244.239.45,Info Disclosure,POST,/cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh HTTP/1.1,400
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,207.244.239.45,Path Traversal,GET,/index.php?lang=../../../../../../../../tmp/index1 HTTP/1.1,404
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,206.206.73.71,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,185.224.128.251,Config File Access,GET,/admin/config.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,216.10.27.248,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,38.225.2.235,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,206.189.157.49,Git Exposure,GET,/.git/config HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,92.112.172.249,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,185.224.128.251,Config File Access,GET,/admin/config.php HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,206.206.73.122,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,104.238.37.123,Environment File,GET,/.env HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,35.189.151.148,Backup File,GET,/2022-backup.zip HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,35.189.151.148,Backup File,GET,/database_backup.zip HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,35.189.151.148,Config File Access,GET,/wp-config.php.zip HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,35.189.151.148,Backup File,GET,/release_backup.zip HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,35.189.151.148,Backup File,GET,/mysql-dump.zip HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,35.189.151.148,Backup File,GET,/store-backup.zip HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,35.189.151.148,Backup File,GET,/wwwroot-backup.zip HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,35.189.151.148,Backup File,GET,/files_backup.zip HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,35.189.151.148,Backup File,GET,/qa-backup.zip HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,35.189.151.148,Backup File,GET,/assets-backup.zip HTTP/1.1,301
_httpd_access_log_Crown_Royal_USA_PROD_Lapine,35.189.151.148,Backup File,GET,/master-backup.zip HTTP/1.1,301
